#
#	Name:             GB12345-80 to Unicode table (complete, hex format)
#	Unicode version:  1.1
#	Table version:    0.0d1
#	Table format:     Format A
#	Date:             6 December 1993
#	Author:           Glenn Adams <glenn@metis.com>
#                     John H. Jenkins <John_Jenkins@taligent.com>
#
#	Copyright (c) 1991-1994 Unicode, Inc.  All Rights reserved.
#
#	This file is provided as-is by Unicode, Inc. (The Unicode Consortium).
#	No claims are made as to fitness for any particular purpose.  No
#	warranties of any kind are expressed or implied.  The recipient
#	agrees to determine applicability of information provided.  If this
#	file has been provided on magnetic media by Unicode, Inc., the sole
#	remedy for any claim will be exchange of defective media within 90
#	days of receipt.
#
#	Recipient is granted the right to make copies in any form for
#	internal distribution and to freely use the information supplied
#	in the creation of products supporting Unicode.  Unicode, Inc.
#	specifically excludes the right to re-distribute this file directly
#	to third parties or other organizations whether for profit or not.
#
#	General notes:
#
#	This table contains the data Metis and Taligent currently have on how
#       GB12345-90 characters map into Unicode.
#
#	Format:  Three tab-separated columns
#		 Column #1 is the GB12345 code (in hex as 0xXXXX)
#		 Column #2 is the Unicode (in hex as 0xXXXX)
#		 Column #3 the Unicode name (follows a comment sign, '#')
#					The official names for Unicode characters U+4E00
#					to U+9FA5, inclusive, is "CJK UNIFIED IDEOGRAPH-XXXX",
#					where XXXX is the code point.  Including all these
#					names in this file increases its size substantially
#					and needlessly.  The token "<CJK>" is used for the
#					name of these characters.  If necessary, it can be
#					expanded algorithmically by a parser or editor.
#
#	The entries are in GB12345 order
#
#	The following algorithms can be used to change the hex form
#		of GB12345 to other standard forms:
#
#		To change hex to EUC form, add 0x8080
#		To change hex to kuten form, first subtract 0x2020.  Then
#			the high and low bytes correspond to the ku and ten of
#			the kuten form.  For example, 0x2121 -> 0x0101 -> 0101;
#			0x777E -> 0x575E -> 8794
#
#	Any comments or problems, contact <John_Jenkins@taligent.com>
#
#
0x2121	0x3000	# IDEOGRAPHIC SPACE
0x554E	0x7634	# <CJK>
0x554F	0x969C	# <CJK>
0x5550	0x62DB	# <CJK>
0x5551	0x662D	# <CJK>
0x5552	0x627E	# <CJK>
0x5553	0x6CBC	# <CJK>
0x5554	0x8D99	# <CJK>
0x5555	0x7167	# <CJK>
0x5556	0x7F69	# <CJK>
0x5557	0x5146	# <CJK>
0x5558	0x8087	# <CJK>
0x5559	0x53EC	# <CJK>
0x555A	0x906E	# <CJK>
0x555B	0x6298	# <CJK>
0x555C	0x54F2	# <CJK>
0x555D	0x87C4	# <CJK>
0x555E	0x8F4D	# <CJK>
0x555F	0x8005	# <CJK>
0x5560	0x937A	# <CJK>
0x5561	0x8517	# <CJK>
0x5562	0x9019	# <CJK>
0x5563	0x6D59	# <CJK>
0x5564	0x73CD	# <CJK>
0x5565	0x659F	# <CJK>
0x5566	0x771F	# <CJK>
0x5567	0x7504	# <CJK>
0x5568	0x7827	# <CJK>
0x5569	0x81FB	# <CJK>
0x556A	0x8C9E	# <CJK>
0x556B	0x91DD	# <CJK>
0x556C	0x5075	# <CJK>
0x556D	0x6795	# <CJK>
0x556E	0x75B9	# <CJK>
0x556F	0x8A3A	# <CJK>
0x5570	0x9707	# <CJK>
0x5571	0x632F	# <CJK>
0x5572	0x93AE	# <CJK>
0x5573	0x9663	# <CJK>
0x5574	0x84B8	# <CJK>
0x5575	0x6399	# <CJK>
0x5576	0x775C	# <CJK>
0x5577	0x5F81	# <CJK>
0x5578	0x7319	# <CJK>
0x5579	0x722D	# <CJK>
0x557A	0x6014	# <CJK>
0x557B	0x6574	# <CJK>
0x557C	0x62EF	# <CJK>
0x557D	0x6B63	# <CJK>
0x557E	0x653F	# <CJK>
0x5621	0x5E40	# <CJK>
0x5622	0x7665	# <CJK>
0x5623	0x912D	# <CJK>
0x5624	0x8B49	# <CJK>
0x5625	0x829D	# <CJK>
0x5626	0x679D	# <CJK>
0x5627	0x652F	# <CJK>
0x5628	0x5431	# <CJK>
0x5629	0x8718	# <CJK>
0x562A	0x77E5	# <CJK>
0x562B	0x80A2	# <CJK>
0x562C	0x8102	# <CJK>
0x562D	0x6C41	# <CJK>
0x562E	0x4E4B	# <CJK>
0x562F	0x7E54	# <CJK>
0x5630	0x8077	# <CJK>
0x5631	0x76F4	# <CJK>
0x5632	0x690D	# <CJK>
0x5633	0x6B96	# <CJK>
0x5634	0x57F7	# <CJK>
0x5635	0x503C	# <CJK>
0x5636	0x4F84	# <CJK>
0x5637	0x5740	# <CJK>
0x5638	0x6307	# <CJK>
0x5639	0x6B62	# <CJK>
0x563A	0x8DBE	# <CJK>
0x563B	0x8879	# <CJK>
0x563C	0x65E8	# <CJK>
0x563D	0x7D19	# <CJK>
0x563E	0x5FD7	# <CJK>
0x563F	0x646F	# <CJK>
0x5640	0x64F2	# <CJK>
0x5641	0x81F3	# <CJK>
0x5642	0x81F4	# <CJK>
0x5643	0x7F6E	# <CJK>
0x5644	0x5E5F	# <CJK>
0x5645	0x5CD9	# <CJK>
0x5646	0x5236	# <CJK>
0x5647	0x667A	# <CJK>
0x5648	0x79E9	# <CJK>
0x5649	0x7A1A	# <CJK>
0x564A	0x8CEA	# <CJK>
0x564B	0x7099	# <CJK>
0x564C	0x75D4	# <CJK>
0x564D	0x6EEF	# <CJK>
0x564E	0x6CBB	# <CJK>
0x564F	0x7A92	# <CJK>
0x5650	0x4E2D	# <CJK>
0x5651	0x76C5	# <CJK>
0x5652	0x5FE0	# <CJK>
0x5653	0x9418	# <CJK>
0x5654	0x8877	# <CJK>
0x5655	0x7D42	# <CJK>
0x5656	0x7A2E	# <CJK>
0x5657	0x816B	# <CJK>
0x5658	0x91CD	# <CJK>
0x5659	0x4EF2	# <CJK>
0x565A	0x8846	# <CJK>
0x565B	0x821F	# <CJK>
0x565C	0x5468	# <CJK>
0x565D	0x5DDE	# <CJK>
0x565E	0x6D32	# <CJK>
0x565F	0x8B05	# <CJK>
0x5660	0x7CA5	# <CJK>
0x5661	0x8EF8	# <CJK>
0x5662	0x8098	# <CJK>
0x5663	0x5E1A	# <CJK>
0x5664	0x5492	# <CJK>
0x5665	0x76BA	# <CJK>
0x5666	0x5B99	# <CJK>
0x5667	0x665D	# <CJK>
0x5668	0x9A5F	# <CJK>
0x5669	0x73E0	# <CJK>
0x566A	0x682A	# <CJK>
0x566B	0x86DB	# <CJK>
0x566C	0x6731	# <CJK>
0x566D	0x732A	# <CJK>
0x566E	0x8AF8	# <CJK>
0x566F	0x8A85	# <CJK>
0x5670	0x9010	# <CJK>
0x5671	0x7AF9	# <CJK>
0x5672	0x71ED	# <CJK>
0x5673	0x716E	# <CJK>
0x5674	0x62C4	# <CJK>
0x5675	0x77DA	# <CJK>
0x5676	0x56D1	# <CJK>
0x5677	0x4E3B	# <CJK>
0x5678	0x8457	# <CJK>
0x5679	0x67F1	# <CJK>
0x567A	0x52A9	# <CJK>
0x567B	0x86C0	# <CJK>
0x567C	0x8CAF	# <CJK>
0x567D	0x9444	# <CJK>
0x567E	0x7BC9	# <CJK>
0x5721	0x4F4F	# <CJK>
0x5722	0x6CE8	# <CJK>
0x5723	0x795D	# <CJK>
0x5724	0x99D0	# <CJK>
0x5725	0x6293	# <CJK>
0x5726	0x722A	# <CJK>
0x5727	0x62FD	# <CJK>
0x5728	0x5C08	# <CJK>
0x5729	0x78DA	# <CJK>
0x572A	0x8F49	# <CJK>
0x572B	0x64B0	# <CJK>
0x572C	0x8CFA	# <CJK>
0x572D	0x7BC6	# <CJK>
0x572E	0x6A01	# <CJK>
0x572F	0x838A	# <CJK>
0x5730	0x88DD	# <CJK>
0x5731	0x599D	# <CJK>
0x5732	0x649E	# <CJK>
0x5733	0x58EF	# <CJK>
0x5734	0x72C0	# <CJK>
0x5735	0x690E	# <CJK>
0x5736	0x9310	# <CJK>
0x5737	0x8FFD	# <CJK>
0x5738	0x8D05	# <CJK>
0x5739	0x589C	# <CJK>
0x573A	0x7DB4	# <CJK>
0x573B	0x8AC4	# <CJK>
0x573C	0x6E96	# <CJK>
0x573D	0x6349	# <CJK>
0x573E	0x62D9	# <CJK>
0x573F	0x5353	# <CJK>
0x5740	0x684C	# <CJK>
0x5741	0x7422	# <CJK>
0x5742	0x8301	# <CJK>
0x5743	0x914C	# <CJK>
0x5744	0x5544	# <CJK>
0x5745	0x7740	# <CJK>
0x5746	0x707C	# <CJK>
0x5747	0x6FC1	# <CJK>
0x5748	0x5179	# <CJK>
0x5749	0x54A8	# <CJK>
0x574A	0x8CC7	# <CJK>
0x574B	0x59FF	# <CJK>
0x574C	0x6ECB	# <CJK>
0x574D	0x6DC4	# <CJK>
0x574E	0x5B5C	# <CJK>
0x574F	0x7D2B	# <CJK>
0x5750	0x4ED4	# <CJK>
0x5751	0x7C7D	# <CJK>
0x5752	0x6ED3	# <CJK>
0x5753	0x5B50	# <CJK>
0x5754	0x81EA	# <CJK>
0x5755	0x6F2C	# <CJK>
0x5756	0x5B57	# <CJK>
0x5757	0x9B03	# <CJK>
0x5758	0x68D5	# <CJK>
0x5759	0x8E2A	# <CJK>
0x575A	0x5B97	# <CJK>
0x575B	0x7D9C	# <CJK>
0x575C	0x7E3D	# <CJK>
0x575D	0x7E31	# <CJK>
0x575E	0x9112	# <CJK>
0x575F	0x8D70	# <CJK>
0x5760	0x594F	# <CJK>
0x5761	0x63CD	# <CJK>
0x5762	0x79DF	# <CJK>
0x5763	0x8DB3	# <CJK>
0x5764	0x5352	# <CJK>
0x5765	0x65CF	# <CJK>
0x5766	0x7956	# <CJK>
0x5767	0x8A5B	# <CJK>
0x5768	0x963B	# <CJK>
0x5769	0x7D44	# <CJK>
0x576A	0x947D	# <CJK>
0x576B	0x7E82	# <CJK>
0x576C	0x5634	# <CJK>
0x576D	0x9189	# <CJK>
0x576E	0x6700	# <CJK>
0x576F	0x7F6A	# <CJK>
0x5770	0x5C0A	# <CJK>
0x5771	0x9075	# <CJK>
0x5772	0x6628	# <CJK>
0x5773	0x5DE6	# <CJK>
0x5774	0x4F50	# <CJK>
0x5775	0x67DE	# <CJK>
0x5776	0x505A	# <CJK>
0x5777	0x4F5C	# <CJK>
0x5778	0x5750	# <CJK>
0x5779	0x5EA7	# <CJK>
0x5821	0x4E8D	# <CJK>
0x5822	0x4E0C	# <CJK>
0x5823	0x5140	# <CJK>
0x5824	0x4E10	# <CJK>
0x5825	0x5EFF	# <CJK>
0x5826	0x5345	# <CJK>
0x5827	0x4E15	# <CJK>
0x5828	0x4E98	# <CJK>
0x5829	0x4E1E	# <CJK>
0x582A	0x9B32	# <CJK>
0x582B	0x5B6C	# <CJK>
0x582C	0x5669	# <CJK>
0x582D	0x4E28	# <CJK>
0x582E	0x79BA	# <CJK>
0x582F	0x4E3F	# <CJK>
0x5830	0x5315	# <CJK>
0x5831	0x4E47	# <CJK>
0x5832	0x592D	# <CJK>
0x5833	0x723B	# <CJK>
0x5834	0x536E	# <CJK>
0x5835	0x6C10	# <CJK>
0x5836	0x56DF	# <CJK>
0x5837	0x80E4	# <CJK>
0x5838	0x9997	# <CJK>
0x5839	0x6BD3	# <CJK>
0x583A	0x777E	# <CJK>
0x583B	0x9F17	# <CJK>
0x583C	0x4E36	# <CJK>
0x583D	0x4E9F	# <CJK>
0x583E	0x9F10	# <CJK>
0x583F	0x4E5C	# <CJK>
0x5840	0x4E69	# <CJK>
0x5841	0x4E93	# <CJK>
0x5842	0x8288	# <CJK>
0x5843	0x5B5B	# <CJK>
0x5844	0x55C7	# <CJK>
0x5845	0x560F	# <CJK>
0x5846	0x4EC4	# <CJK>
0x5847	0x5399	# <CJK>
0x5848	0x539D	# <CJK>
0x5849	0x53B4	# <CJK>
0x584A	0x53A5	# <CJK>
0x584B	0x53AE	# <CJK>
0x584C	0x9768	# <CJK>
0x584D	0x8D0B	# <CJK>
0x584E	0x531A	# <CJK>
0x584F	0x53F5	# <CJK>
0x5850	0x532D	# <CJK>
0x5851	0x5331	# <CJK>
0x5852	0x533E	# <CJK>
0x5853	0x8CFE	# <CJK>
0x5854	0x5366	# <CJK>
0x5855	0x5363	# <CJK>
0x5856	0x5202	# <CJK>
0x5857	0x5208	# <CJK>
0x5858	0x520E	# <CJK>
0x5859	0x5244	# <CJK>
0x585A	0x5233	# <CJK>
0x585B	0x528C	# <CJK>
0x585C	0x5274	# <CJK>
0x585D	0x524C	# <CJK>
0x585E	0x525E	# <CJK>
0x585F	0x5261	# <CJK>
0x5860	0x525C	# <CJK>
0x5861	0x84AF	# <CJK>
0x5862	0x527D	# <CJK>
0x5863	0x5282	# <CJK>
0x5864	0x5281	# <CJK>
0x5865	0x5290	# <CJK>
0x5866	0x5293	# <CJK>
0x5867	0x5182	# <CJK>
0x5868	0x7F54	# <CJK>
0x5869	0x4EBB	# <CJK>
0x586A	0x4EC3	# <CJK>
0x586B	0x4EC9	# <CJK>
0x586C	0x4EC2	# <CJK>
0x586D	0x4EE8	# <CJK>
0x586E	0x4EE1	# <CJK>
0x586F	0x4EEB	# <CJK>
0x5870	0x4EDE	# <CJK>
0x5871	0x50B4	# <CJK>
0x5872	0x4EF3	# <CJK>
0x5873	0x4F22	# <CJK>
0x5874	0x4F64	# <CJK>
0x5875	0x4EF5	# <CJK>
0x5876	0x5000	# <CJK>
0x5877	0x5096	# <CJK>
0x5878	0x4F09	# <CJK>
0x5879	0x4F47	# <CJK>
0x587A	0x4F5E	# <CJK>
0x587B	0x4F67	# <CJK>
0x587C	0x6538	# <CJK>
0x587D	0x4F5A	# <CJK>
0x587E	0x4F5D	# <CJK>
0x5921	0x4F5F	# <CJK>
0x5922	0x4F57	# <CJK>
0x5923	0x4F32	# <CJK>
0x5924	0x4F3D	# <CJK>
0x5925	0x4F76	# <CJK>
0x5926	0x4F74	# <CJK>
0x5927	0x4F91	# <CJK>
0x5928	0x4F89	# <CJK>
0x5929	0x4F83	# <CJK>
0x592A	0x4F8F	# <CJK>
0x592B	0x4F7E	# <CJK>
0x592C	0x4F7B	# <CJK>
0x592D	0x5115	# <CJK>
0x592E	0x4F7C	# <CJK>
0x592F	0x5102	# <CJK>
0x5930	0x4F94	# <CJK>
0x5931	0x5114	# <CJK>
0x5932	0x513C	# <CJK>
0x5933	0x5137	# <CJK>
0x5934	0x4FC5	# <CJK>
0x5935	0x4FDA	# <CJK>
0x5936	0x4FE3	# <CJK>
0x5937	0x4FDC	# <CJK>
0x5938	0x4FD1	# <CJK>
0x5939	0x4FDF	# <CJK>
0x593A	0x4FF8	# <CJK>
0x593B	0x5029	# <CJK>
0x593C	0x504C	# <CJK>
0x593D	0x4FF3	# <CJK>
0x593E	0x502C	# <CJK>
0x593F	0x500F	# <CJK>
0x5940	0x502E	# <CJK>
0x5941	0x502D	# <CJK>
0x5942	0x4FFE	# <CJK>
0x5943	0x501C	# <CJK>
0x5944	0x500C	# <CJK>
0x5945	0x5025	# <CJK>
0x5946	0x5028	# <CJK>
0x5947	0x50E8	# <CJK>
0x5948	0x5043	# <CJK>
0x5949	0x5055	# <CJK>
0x594A	0x5048	# <CJK>
0x594B	0x504E	# <CJK>
0x594C	0x506C	# <CJK>
0x594D	0x50C2	# <CJK>
0x594E	0x513B	# <CJK>
0x594F	0x5110	# <CJK>
0x5950	0x513A	# <CJK>
0x5951	0x50BA	# <CJK>
0x5952	0x50D6	# <CJK>
0x5953	0x5106	# <CJK>
0x5954	0x50ED	# <CJK>
0x5955	0x50EC	# <CJK>
0x5956	0x50E6	# <CJK>
0x5957	0x50EE	# <CJK>
0x5958	0x5107	# <CJK>
0x5959	0x510B	# <CJK>
0x595A	0x4EDD	# <CJK>
0x595B	0x6C3D	# <CJK>
0x595C	0x4F58	# <CJK>
0x595D	0x50C9	# <CJK>
0x595E	0x4FCE	# <CJK>
0x595F	0x9FA0	# <CJK>
0x5960	0x6C46	# <CJK>
0x5961	0x7CF4	# <CJK>
0x5962	0x516E	# <CJK>
0x5963	0x5DFD	# <CJK>
0x5964	0x9ECC	# <CJK>
0x5965	0x9998	# <CJK>
0x5966	0x56C5	# <CJK>
0x5967	0x5914	# <CJK>
0x5968	0x52F9	# <CJK>
0x5969	0x530D	# <CJK>
0x596A	0x8A07	# <CJK>
0x596B	0x5310	# <CJK>
0x596C	0x9CEC	# <CJK>
0x596D	0x5919	# <CJK>
0x596E	0x5155	# <CJK>
0x596F	0x4EA0	# <CJK>
0x5970	0x5156	# <CJK>
0x5971	0x4EB3	# <CJK>
0x5972	0x886E	# <CJK>
0x5973	0x88A4	# <CJK>
0x5974	0x893B	# <CJK>
0x5975	0x81E0	# <CJK>
0x5976	0x88D2	# <CJK>
0x5977	0x7980	# <CJK>
0x5978	0x5B34	# <CJK>
0x5979	0x8803	# <CJK>
0x597A	0x7FB8	# <CJK>
0x597B	0x51AB	# <CJK>
0x597C	0x51B1	# <CJK>
0x597D	0x51BD	# <CJK>
0x597E	0x51BC	# <CJK>
0x5A21	0x51C7	# <CJK>
0x5A22	0x5196	# <CJK>
0x5A23	0x51A2	# <CJK>
0x5A24	0x51A5	# <CJK>
0x5A25	0x8A01	# <CJK>
0x5A26	0x8A10	# <CJK>
0x5A27	0x8A0C	# <CJK>
0x5A28	0x8A15	# <CJK>
0x5A29	0x8B33	# <CJK>
0x5A2A	0x8A4E	# <CJK>
0x5A2B	0x8A25	# <CJK>
0x5A2C	0x8A41	# <CJK>
0x5A2D	0x8A36	# <CJK>
0x5A2E	0x8A46	# <CJK>
0x5A2F	0x8A54	# <CJK>
0x5A30	0x8A58	# <CJK>
0x5A31	0x8A52	# <CJK>
0x5A32	0x8A86	# <CJK>
0x5A33	0x8A84	# <CJK>
0x5A34	0x8A7F	# <CJK>
0x5A35	0x8A70	# <CJK>
0x5A36	0x8A7C	# <CJK>
0x5A37	0x8A75	# <CJK>
0x5A38	0x8A6C	# <CJK>
0x5A39	0x8A6E	# <CJK>
0x5A3A	0x8ACD	# <CJK>
0x5A3B	0x8AE2	# <CJK>
0x5A3C	0x8A61	# <CJK>
0x5A3D	0x8A9A	# <CJK>
0x5A3E	0x8AA5	# <CJK>
0x5A3F	0x8A91	# <CJK>
0x5A40	0x8A92	# <CJK>
0x5A41	0x8ACF	# <CJK>
0x5A42	0x8AD1	# <CJK>
0x5A43	0x8AC9	# <CJK>
0x5A44	0x8ADB	# <CJK>
0x5A45	0x8AD7	# <CJK>
0x5A46	0x8AC2	# <CJK>
0x5A47	0x8AB6	# <CJK>
0x5A48	0x8AF6	# <CJK>
0x5A49	0x8AEB	# <CJK>
0x5A4A	0x8B14	# <CJK>
0x5A4B	0x8B01	# <CJK>
0x5A4C	0x8AE4	# <CJK>
0x5A4D	0x8AED	# <CJK>
0x5A4E	0x8AFC	# <CJK>
0x5A4F	0x8AF3	# <CJK>
0x5A50	0x8AE6	# <CJK>
0x5A51	0x8AEE	# <CJK>
0x5A52	0x8ADE	# <CJK>
0x5A53	0x8B28	# <CJK>
0x5A54	0x8B9C	# <CJK>
0x5A55	0x8B16	# <CJK>
0x5A56	0x8B1A	# <CJK>
0x5A57	0x8B10	# <CJK>
0x5A58	0x8B2B	# <CJK>
0x5A59	0x8B2D	# <CJK>
0x5A5A	0x8B56	# <CJK>
0x5A5B	0x8B59	# <CJK>
0x5A5C	0x8B4E	# <CJK>
0x5A5D	0x8B9E	# <CJK>
0x5A5E	0x8B6B	# <CJK>
0x5A5F	0x8B96	# <CJK>
0x5A60	0x5369	# <CJK>
0x5A61	0x537A	# <CJK>
0x5A62	0x961D	# <CJK>
0x5A63	0x9622	# <CJK>
0x5A64	0x9621	# <CJK>
0x5A65	0x9631	# <CJK>
0x5A66	0x962A	# <CJK>
0x5A67	0x963D	# <CJK>
0x5A68	0x963C	# <CJK>
0x5A69	0x9642	# <CJK>
0x5A6A	0x9658	# <CJK>
0x5A6B	0x9654	# <CJK>
0x5A6C	0x965F	# <CJK>
0x5A6D	0x9689	# <CJK>
0x5A6E	0x966C	# <CJK>
0x5A6F	0x9672	# <CJK>
0x5A70	0x9674	# <CJK>
0x5A71	0x9688	# <CJK>
0x5A72	0x968D	# <CJK>
0x5A73	0x9697	# <CJK>
0x5A74	0x96B0	# <CJK>
0x5A75	0x9097	# <CJK>
0x5A76	0x909B	# <CJK>
0x5A77	0x913A	# <CJK>
0x5A78	0x9099	# <CJK>
0x5A79	0x9114	# <CJK>
0x5A7A	0x90A1	# <CJK>
0x5A7B	0x90B4	# <CJK>
0x5A7C	0x90B3	# <CJK>
0x5A7D	0x90B6	# <CJK>
0x5A7E	0x9134	# <CJK>
0x5B21	0x90B8	# <CJK>
0x5B22	0x90B0	# <CJK>
0x5B23	0x90DF	# <CJK>
0x5B24	0x90C5	# <CJK>
0x5B25	0x90BE	# <CJK>
0x5B26	0x9136	# <CJK>
0x5B27	0x90C4	# <CJK>
0x5B28	0x90C7	# <CJK>
0x5B29	0x9106	# <CJK>
0x5B2A	0x9148	# <CJK>
0x5B2B	0x90E2	# <CJK>
0x5B2C	0x90DC	# <CJK>
0x5B2D	0x90D7	# <CJK>
0x5B2E	0x90DB	# <CJK>
0x5B2F	0x90EB	# <CJK>
0x5B30	0x90EF	# <CJK>
0x5B31	0x90FE	# <CJK>
0x5B32	0x9104	# <CJK>
0x5B33	0x9122	# <CJK>
0x5B34	0x911E	# <CJK>
0x5B35	0x9123	# <CJK>
0x5B36	0x9131	# <CJK>
0x5B37	0x912F	# <CJK>
0x5B38	0x9139	# <CJK>
0x5B39	0x9143	# <CJK>
0x5B3A	0x9146	# <CJK>
0x5B3B	0x82BB	# <CJK>
0x5B3C	0x5950	# <CJK>
0x5B3D	0x52F1	# <CJK>
0x5B3E	0x52AC	# <CJK>
0x5B3F	0x52AD	# <CJK>
0x5B40	0x52BE	# <CJK>
0x5B41	0x54FF	# <CJK>
0x5B42	0x52D0	# <CJK>
0x5B43	0x52D6	# <CJK>
0x5B44	0x52F0	# <CJK>
0x5B45	0x53DF	# <CJK>
0x5B46	0x71EE	# <CJK>
0x5B47	0x77CD	# <CJK>
0x5B48	0x5EF4	# <CJK>
0x5B49	0x51F5	# <CJK>
0x5B4A	0x51FC	# <CJK>
0x5B4B	0x9B2F	# <CJK>
0x5B4C	0x53B6	# <CJK>
0x5B4D	0x5F01	# <CJK>
0x5B4E	0x755A	# <CJK>
0x5B4F	0x5DF0	# <CJK>
0x5B50	0x574C	# <CJK>
0x5B51	0x580A	# <CJK>
0x5B52	0x57A1	# <CJK>
0x5B53	0x587E	# <CJK>
0x5B54	0x58BC	# <CJK>
0x5B55	0x58C5	# <CJK>
0x5B56	0x58D1	# <CJK>
0x5B57	0x5729	# <CJK>
0x5B58	0x572C	# <CJK>
0x5B59	0x572A	# <CJK>
0x5B5A	0x5733	# <CJK>
0x5B5B	0x58D9	# <CJK>
0x5B5C	0x572E	# <CJK>
0x5B5D	0x572F	# <CJK>
0x5B5E	0x58E2	# <CJK>
0x5B5F	0x573B	# <CJK>
0x5B60	0x5742	# <CJK>
0x5B61	0x5769	# <CJK>
0x5B62	0x58E0	# <CJK>
0x5B63	0x576B	# <CJK>
0x5B64	0x58DA	# <CJK>
0x5B65	0x577C	# <CJK>
0x5B66	0x577B	# <CJK>
0x5B67	0x5768	# <CJK>
0x5B68	0x576D	# <CJK>
0x5B69	0x5776	# <CJK>
0x5B6A	0x5773	# <CJK>
0x5B6B	0x57E1	# <CJK>
0x5B6C	0x57A4	# <CJK>
0x5B6D	0x578C	# <CJK>
0x5B6E	0x584F	# <CJK>
0x5B6F	0x57CF	# <CJK>
0x5B70	0x57A7	# <CJK>
0x5B71	0x5816	# <CJK>
0x5B72	0x5793	# <CJK>
0x5B73	0x57A0	# <CJK>
0x5B74	0x57D5	# <CJK>
0x5B75	0x5852	# <CJK>
0x5B76	0x581D	# <CJK>
0x5B77	0x5864	# <CJK>
0x5B78	0x57D2	# <CJK>
0x5B79	0x57B8	# <CJK>
0x5B7A	0x57F4	# <CJK>
0x5B7B	0x57EF	# <CJK>
0x5B7C	0x57F8	# <CJK>
0x5B7D	0x57E4	# <CJK>
0x5B7E	0x57DD	# <CJK>
0x5C21	0x580B	# <CJK>
0x5C22	0x580D	# <CJK>
0x5C23	0x57FD	# <CJK>
0x5C24	0x57ED	# <CJK>
0x5C25	0x5800	# <CJK>
0x5C26	0x581E	# <CJK>
0x5C27	0x5819	# <CJK>
0x5C28	0x5844	# <CJK>
0x5C29	0x5820	# <CJK>
0x5C2A	0x5865	# <CJK>
0x5C2B	0x586C	# <CJK>
0x5C2C	0x5881	# <CJK>
0x5C2D	0x5889	# <CJK>
0x5C2E	0x589A	# <CJK>
0x5C2F	0x5880	# <CJK>
0x5C30	0x99A8	# <CJK>
0x5C31	0x9F19	# <CJK>
0x5C32	0x61FF	# <CJK>
0x5C33	0x8279	# <CJK>
0x5C34	0x827D	# <CJK>
0x5C35	0x827F	# <CJK>
0x5C36	0x828F	# <CJK>
0x5C37	0x828A	# <CJK>
0x5C38	0x82A8	# <CJK>
0x5C39	0x8284	# <CJK>
0x5C3A	0x828E	# <CJK>
0x5C3B	0x8291	# <CJK>
0x5C3C	0x858C	# <CJK>
0x5C3D	0x8299	# <CJK>
0x5C3E	0x82AB	# <CJK>
0x5C3F	0x8553	# <CJK>
0x5C40	0x82BE	# <CJK>
0x5C41	0x82B0	# <CJK>
0x5C42	0x85F6	# <CJK>
0x5C43	0x82CA	# <CJK>
0x5C44	0x82E3	# <CJK>
0x5C45	0x8298	# <CJK>
0x5C46	0x82B7	# <CJK>
0x5C47	0x82AE	# <CJK>
0x5C48	0x83A7	# <CJK>
0x5C49	0x8407	# <CJK>
0x5C4A	0x84EF	# <CJK>
0x5C4B	0x82A9	# <CJK>
0x5C4C	0x82B4	# <CJK>
0x5C4D	0x82A1	# <CJK>
0x5C4E	0x82AA	# <CJK>
0x5C4F	0x829F	# <CJK>
0x5C50	0x82C4	# <CJK>
0x5C51	0x82E7	# <CJK>
0x5C52	0x82A4	# <CJK>
0x5C53	0x82E1	# <CJK>
0x5C54	0x8309	# <CJK>
0x5C55	0x82F7	# <CJK>
0x5C56	0x82E4	# <CJK>
0x5C57	0x8622	# <CJK>
0x5C58	0x8307	# <CJK>
0x5C59	0x82DC	# <CJK>
0x5C5A	0x82F4	# <CJK>
0x5C5B	0x82D2	# <CJK>
0x5C5C	0x82D8	# <CJK>
0x5C5D	0x830C	# <CJK>
0x5C5E	0x82FB	# <CJK>
0x5C5F	0x82D3	# <CJK>
0x5C60	0x8526	# <CJK>
0x5C61	0x831A	# <CJK>
0x5C62	0x8306	# <CJK>
0x5C63	0x584B	# <CJK>
0x5C64	0x7162	# <CJK>
0x5C65	0x82E0	# <CJK>
0x5C66	0x82D5	# <CJK>
0x5C67	0x831C	# <CJK>
0x5C68	0x8351	# <CJK>
0x5C69	0x8558	# <CJK>
0x5C6A	0x84FD	# <CJK>
0x5C6B	0x8308	# <CJK>
0x5C6C	0x8392	# <CJK>
0x5C6D	0x833C	# <CJK>
0x5C6E	0x8334	# <CJK>
0x5C6F	0x8331	# <CJK>
0x5C70	0x839B	# <CJK>
0x5C71	0x854E	# <CJK>
0x5C72	0x832F	# <CJK>
0x5C73	0x834F	# <CJK>
0x5C74	0x8347	# <CJK>
0x5C75	0x8343	# <CJK>
0x5C76	0x8588	# <CJK>
0x5C77	0x8340	# <CJK>
0x5C78	0x8317	# <CJK>
0x5C79	0x85BA	# <CJK>
0x5C7A	0x832D	# <CJK>
0x5C7B	0x833A	# <CJK>
0x5C7C	0x8333	# <CJK>
0x5C7D	0x7296	# <CJK>
0x5C7E	0x6ECE	# <CJK>
0x5D21	0x8541	# <CJK>
0x5D22	0x831B	# <CJK>
0x5D23	0x85CE	# <CJK>
0x5D24	0x8552	# <CJK>
0x5D25	0x84C0	# <CJK>
0x5D26	0x8452	# <CJK>
0x5D27	0x8464	# <CJK>
0x5D28	0x83B0	# <CJK>
